,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
6121,Data Scientist,Startup,Education,Singapore,Hybrid,Senior,11,Master,1,0,1,1,0,131588,12,2026,High,8
6122,Business Analyst,MNC,Technology,UK,Onsite,Entry,1,Bachelor,1,0,1,0,0,88448,2,2023,Low,2
6123,Business Analyst,Startup,Technology,UK,Hybrid,Mid,7,Bachelor,0,0,0,1,1,98039,7,2023,High,9
6124,AI Engineer,Startup,Healthcare,Singapore,Hybrid,Entry,3,PhD,0,1,0,1,1,117267,4,2024,Low,2
6125,Machine Learning Engineer,Medium,Healthcare,Canada,Hybrid,Entry,10,PhD,0,0,1,1,0,124265,4,2022,High,4
6126,Data Scientist,Enterprise,Technology,Singapore,Onsite,Entry,9,Bachelor,1,0,0,1,0,66430,5,2022,Medium,6
6127,AI Engineer,Medium,Education,Germany,Remote,Mid,13,PhD,1,1,0,1,0,130182,10,2021,High,8
6128,Data Scientist,Medium,Technology,Canada,Hybrid,Mid,1,Master,1,1,0,1,0,86287,10,2025,Low,1
6129,Business Analyst,Enterprise,Retail,Canada,Hybrid,Mid,1,Bachelor,0,1,1,1,1,116990,7,2026,High,5
6130,Data Engineer,Enterprise,Technology,Singapore,Onsite,Senior,6,PhD,0,1,0,1,0,115587,7,2023,Low,6
6131,Data Analyst,Enterprise,Healthcare,Germany,Onsite,Senior,3,PhD,0,0,0,0,0,96668,7,2023,Low,4
6132,AI Engineer,MNC,E-commerce,Australia,Hybrid,Entry,5,PhD,1,1,1,0,1,130228,1,2023,Low,3
6133,Data Analyst,MNC,Education,Canada,Hybrid,Entry,14,PhD,1,0,1,0,1,95843,5,2023,High,8
6134,AI Engineer,Enterprise,E-commerce,UK,Hybrid,Entry,5,PhD,1,0,0,0,1,95467,9,2026,Low,2
6135,Data Scientist,Startup,E-commerce,India,Hybrid,Entry,9,Master,0,1,1,1,0,75026,2,2022,High,5
6136,AI Engineer,Enterprise,Education,Singapore,Onsite,Senior,10,Master,1,1,0,1,0,158848,10,2020,High,8
6137,AI Engineer,MNC,Education,Australia,Onsite,Entry,9,Master,0,1,0,0,1,121572,6,2024,Medium,1
6138,Data Scientist,Startup,Healthcare,India,Onsite,Senior,9,Bachelor,0,1,1,1,1,137341,3,2021,High,4
6139,AI Engineer,Enterprise,Retail,USA,Remote,Senior,11,PhD,0,1,1,1,1,176794,3,2026,High,6
6140,Data Scientist,Startup,Technology,Germany,Hybrid,Mid,1,Bachelor,1,1,1,0,0,92447,3,2023,Low,5
6141,Data Engineer,Enterprise,Education,USA,Onsite,Entry,2,PhD,0,0,0,1,1,72830,6,2025,Low,1
6142,Data Analyst,Medium,E-commerce,USA,Remote,Mid,3,PhD,0,1,1,0,0,85352,2,2024,High,8
6143,Machine Learning Engineer,Enterprise,E-commerce,Canada,Hybrid,Mid,7,PhD,0,0,0,1,1,143321,9,2025,High,8
6144,Data Analyst,Startup,Finance,UK,Remote,Entry,12,Bachelor,1,0,0,1,0,64993,3,2025,Medium,2
6145,AI Engineer,Startup,Technology,Singapore,Onsite,Entry,2,Bachelor,1,0,0,1,0,102796,11,2026,Low,1
6146,Business Analyst,Enterprise,E-commerce,UK,Hybrid,Entry,8,Master,0,1,0,0,1,56200,2,2023,Medium,2
6147,Data Engineer,MNC,Healthcare,Germany,Remote,Entry,12,Master,1,0,0,0,0,67307,7,2023,Medium,2
6148,Data Scientist,Startup,Healthcare,Canada,Hybrid,Mid,9,Bachelor,1,1,0,1,1,95500,1,2025,Medium,1
6149,Business Analyst,MNC,E-commerce,USA,Onsite,Mid,12,Bachelor,1,0,0,1,0,111381,8,2024,Medium,1
6150,Data Scientist,Startup,E-commerce,Australia,Remote,Senior,11,Bachelor,1,0,1,0,1,120872,11,2025,Medium,2
6151,Data Engineer,Enterprise,E-commerce,Canada,Remote,Entry,13,PhD,0,1,1,1,0,75815,6,2024,High,5
6152,Business Analyst,Startup,Healthcare,UK,Hybrid,Senior,11,PhD,1,0,1,0,0,117330,6,2024,Medium,3
6153,Data Analyst,Medium,Finance,India,Onsite,Senior,10,PhD,1,1,0,0,0,100674,2,2025,Medium,3
6154,Business Analyst,Enterprise,Healthcare,USA,Onsite,Mid,4,Bachelor,0,1,0,1,0,88538,12,2020,Low,3
6155,Data Analyst,Startup,Education,UK,Hybrid,Mid,6,PhD,0,1,1,0,0,88883,3,2023,Low,1
6156,Data Analyst,MNC,E-commerce,Canada,Remote,Entry,6,Bachelor,0,0,0,0,0,65536,12,2023,Low,2
6157,Data Analyst,Medium,Education,Singapore,Hybrid,Entry,4,Bachelor,1,0,0,0,1,62963,5,2020,Low,4
6158,Data Engineer,MNC,E-commerce,India,Remote,Senior,10,Master,0,0,0,0,0,121972,7,2024,High,8
6159,Data Engineer,Startup,Technology,Singapore,Remote,Entry,8,Bachelor,0,1,0,1,1,73964,9,2022,Medium,4
6160,Business Analyst,Enterprise,Education,Canada,Hybrid,Senior,8,Master,1,0,0,0,1,111280,5,2026,Medium,5
6161,Data Engineer,Enterprise,Finance,Singapore,Remote,Senior,3,Bachelor,0,0,0,0,1,114178,1,2021,Low,4
6162,Data Scientist,Medium,E-commerce,Germany,Remote,Entry,8,Bachelor,0,0,0,1,1,75360,4,2021,High,8
6163,Machine Learning Engineer,Medium,Education,Singapore,Hybrid,Mid,13,Master,0,0,1,0,0,131518,12,2022,High,8
6164,Data Engineer,MNC,E-commerce,USA,Onsite,Mid,9,Bachelor,1,1,1,1,1,135601,7,2022,High,4
6165,Data Analyst,Medium,E-commerce,Canada,Onsite,Entry,9,PhD,1,1,1,1,1,86039,11,2020,High,4
6166,Data Analyst,Enterprise,E-commerce,Singapore,Onsite,Entry,9,PhD,0,0,1,1,1,92368,8,2024,High,8
6167,Data Engineer,Medium,Healthcare,Germany,Remote,Senior,5,Bachelor,1,0,0,1,0,110061,2,2024,Low,2
6168,Business Analyst,Enterprise,Finance,India,Onsite,Entry,6,PhD,1,0,1,0,1,74405,4,2022,Low,4
6169,Business Analyst,Enterprise,Retail,Germany,Hybrid,Senior,5,PhD,0,1,1,0,1,120812,5,2025,Low,5
6170,AI Engineer,Medium,Education,India,Hybrid,Mid,4,PhD,1,0,0,1,1,139843,1,2020,Low,5
6171,Data Engineer,Startup,E-commerce,Canada,Hybrid,Entry,14,Bachelor,1,0,1,1,0,75060,10,2023,High,9
6172,Data Analyst,Startup,Retail,India,Remote,Senior,5,Bachelor,1,0,0,1,1,127133,5,2026,Low,3
6173,Data Scientist,Startup,Finance,India,Remote,Entry,8,PhD,0,0,1,0,1,76743,10,2023,High,8
6174,Machine Learning Engineer,Startup,Technology,Singapore,Hybrid,Mid,2,Bachelor,1,0,1,1,1,153355,8,2020,High,9
6175,Data Analyst,Startup,Technology,Singapore,Remote,Entry,10,Master,1,1,0,0,1,60750,10,2023,High,7
6176,Data Analyst,Medium,Finance,Australia,Onsite,Entry,0,Bachelor,1,1,1,0,0,61753,4,2026,Low,5
6177,AI Engineer,MNC,Healthcare,Canada,Onsite,Senior,1,Master,0,1,0,0,1,169257,2,2021,Low,6
6178,Data Analyst,MNC,Finance,Canada,Onsite,Entry,6,Master,1,0,1,1,0,98739,2,2026,High,9
6179,Data Scientist,Enterprise,Finance,Germany,Hybrid,Mid,14,Bachelor,1,1,0,1,0,90506,1,2025,Medium,4
6180,Data Engineer,Enterprise,Finance,USA,Remote,Mid,6,Master,1,1,0,0,1,80646,10,2023,Low,3
6181,Machine Learning Engineer,MNC,E-commerce,USA,Remote,Entry,5,Master,0,0,1,0,0,124494,9,2023,Low,1
6182,AI Engineer,Medium,Healthcare,Singapore,Onsite,Entry,6,Master,1,1,0,0,0,86234,8,2022,Low,2
6183,Business Analyst,Enterprise,E-commerce,Germany,Onsite,Senior,0,PhD,0,0,0,1,1,125024,3,2020,Low,4
6184,Data Analyst,Startup,Education,UK,Hybrid,Mid,0,PhD,1,1,1,0,0,90849,12,2021,High,9
6185,Business Analyst,MNC,Retail,Singapore,Onsite,Entry,14,PhD,0,1,1,1,0,103413,3,2021,High,3
6186,Machine Learning Engineer,Enterprise,Healthcare,Australia,Remote,Senior,6,Bachelor,0,0,0,1,1,165273,4,2024,Low,5
6187,Data Analyst,Medium,Healthcare,Germany,Hybrid,Entry,0,PhD,0,1,0,0,0,49807,2,2020,Low,4
6188,Machine Learning Engineer,Startup,Healthcare,Canada,Hybrid,Entry,11,PhD,0,0,0,0,1,101160,7,2025,Medium,3
6189,Business Analyst,Medium,E-commerce,India,Remote,Entry,0,Master,1,0,0,0,1,64822,8,2023,Low,4
6190,AI Engineer,MNC,Technology,UK,Hybrid,Mid,2,Bachelor,0,0,0,0,0,139307,7,2025,Low,1
6191,Machine Learning Engineer,MNC,Technology,Singapore,Onsite,Mid,4,Master,1,1,0,0,0,131061,11,2020,High,8
6192,Machine Learning Engineer,Medium,Retail,Canada,Remote,Mid,12,Master,1,1,1,0,0,130556,9,2020,Medium,3
6193,Machine Learning Engineer,Startup,Education,USA,Hybrid,Senior,11,PhD,0,1,1,1,1,182218,5,2021,High,9
6194,Data Engineer,Enterprise,Healthcare,Canada,Onsite,Mid,7,Bachelor,1,1,1,1,1,115878,7,2025,High,4
6195,AI Engineer,Medium,Finance,Germany,Hybrid,Senior,5,PhD,1,0,1,1,0,171332,1,2023,High,3
6196,Machine Learning Engineer,Medium,Finance,Australia,Onsite,Entry,5,Bachelor,1,0,0,1,1,110961,9,2024,High,9
6197,Business Analyst,Medium,Finance,USA,Hybrid,Entry,7,Bachelor,0,0,0,1,0,63659,8,2022,High,8
6198,Data Analyst,Enterprise,Healthcare,India,Hybrid,Senior,0,Bachelor,0,1,0,1,0,111024,3,2020,Low,2
6199,Machine Learning Engineer,Medium,Education,Canada,Onsite,Senior,14,Master,0,0,0,1,1,163420,8,2021,Medium,4
6200,Business Analyst,Medium,Finance,USA,Remote,Senior,3,Master,0,0,0,0,1,107470,12,2021,High,9
6201,Data Scientist,Startup,Healthcare,USA,Hybrid,Mid,14,Bachelor,0,0,0,1,0,94186,1,2023,Medium,2
6202,Machine Learning Engineer,MNC,Retail,Germany,Onsite,Entry,14,Master,1,1,0,1,0,123719,12,2026,Medium,4
6203,Machine Learning Engineer,Enterprise,Technology,USA,Hybrid,Mid,14,Master,1,1,1,1,1,154994,12,2024,High,7
6204,Machine Learning Engineer,MNC,Education,UK,Remote,Senior,11,Master,1,0,0,0,0,156890,6,2022,Medium,1
6205,Data Engineer,Enterprise,Technology,Australia,Hybrid,Mid,11,Master,0,1,1,0,1,99406,5,2024,Medium,6
6206,Machine Learning Engineer,MNC,Education,USA,Onsite,Senior,10,Master,0,0,0,1,1,180079,12,2023,Medium,2
6207,Machine Learning Engineer,MNC,Retail,India,Hybrid,Entry,9,Bachelor,0,0,1,0,1,132225,3,2021,High,7
6208,Data Analyst,Startup,E-commerce,Australia,Onsite,Entry,10,Master,0,1,0,1,1,70409,1,2021,High,8
6209,AI Engineer,Startup,Healthcare,India,Remote,Mid,4,PhD,0,0,1,0,1,137769,3,2021,Low,6
6210,AI Engineer,Enterprise,Finance,Singapore,Remote,Senior,1,PhD,0,1,1,0,1,163209,2,2022,Low,2
6211,AI Engineer,Startup,Technology,Canada,Remote,Entry,0,Master,1,1,1,1,1,130053,3,2026,High,9
6212,Data Analyst,Medium,Retail,India,Remote,Entry,8,Bachelor,1,1,1,1,0,83033,11,2026,High,7
6213,AI Engineer,Startup,E-commerce,USA,Onsite,Senior,3,Master,1,0,1,1,1,182350,7,2024,High,8
6214,Data Engineer,Enterprise,Finance,USA,Hybrid,Senior,8,Bachelor,0,0,0,1,1,127229,12,2023,Medium,2
6215,Machine Learning Engineer,Enterprise,E-commerce,UK,Onsite,Mid,12,PhD,0,1,0,1,0,129778,10,2021,Medium,1
6216,Business Analyst,Enterprise,E-commerce,Canada,Hybrid,Entry,1,Bachelor,1,0,1,1,1,90388,10,2026,High,2
6217,Data Engineer,Startup,E-commerce,India,Hybrid,Senior,1,Bachelor,1,1,1,0,1,123692,11,2023,Low,5
6218,Data Scientist,Enterprise,Education,Australia,Onsite,Mid,14,Master,1,0,1,0,1,99672,10,2024,Medium,3
6219,Machine Learning Engineer,Medium,Finance,Australia,Remote,Mid,6,PhD,0,1,1,0,0,128491,8,2025,Low,3
6220,Business Analyst,Startup,E-commerce,Canada,Hybrid,Mid,3,Bachelor,1,0,0,1,1,100859,9,2022,Low,1
6221,Data Engineer,MNC,E-commerce,Australia,Hybrid,Mid,0,Master,0,0,0,1,0,106050,1,2024,Low,1
6222,Business Analyst,Medium,Retail,UK,Hybrid,Senior,9,Bachelor,1,1,1,0,1,121210,11,2021,Medium,2
6223,Business Analyst,MNC,Retail,Canada,Remote,Senior,12,PhD,0,0,0,1,0,134662,9,2026,High,7
6224,Data Analyst,Enterprise,Retail,Canada,Hybrid,Mid,6,Master,1,0,1,0,1,100323,1,2020,Low,1
6225,Business Analyst,Medium,Healthcare,Germany,Onsite,Entry,10,Master,1,1,1,1,0,78524,12,2023,High,7
6226,AI Engineer,MNC,Retail,Germany,Remote,Mid,9,Bachelor,0,0,1,1,1,173620,3,2021,High,9
6227,Machine Learning Engineer,MNC,E-commerce,USA,Onsite,Mid,12,PhD,1,1,1,0,0,152558,1,2026,Medium,4
6228,Data Analyst,Enterprise,Technology,Singapore,Remote,Mid,14,Master,0,0,0,0,0,76722,5,2020,Medium,3
6229,Data Scientist,Startup,Finance,Germany,Onsite,Senior,13,Bachelor,1,0,0,1,1,120373,5,2026,High,9
6230,Data Scientist,Startup,Finance,USA,Remote,Mid,7,PhD,1,0,0,1,0,88858,6,2021,Low,6
6231,AI Engineer,Enterprise,E-commerce,Australia,Hybrid,Entry,12,Master,0,1,0,1,1,114956,10,2022,Medium,5
6232,Data Analyst,MNC,Technology,USA,Onsite,Mid,10,Master,1,0,1,1,0,122842,11,2022,High,6
6233,AI Engineer,Enterprise,Retail,USA,Remote,Senior,4,PhD,1,0,0,0,0,138856,7,2021,Low,5
6234,Machine Learning Engineer,Medium,Education,India,Hybrid,Senior,7,PhD,0,1,1,0,0,156961,1,2022,High,9
6235,Machine Learning Engineer,MNC,Technology,Canada,Remote,Entry,1,PhD,0,0,1,1,1,149977,7,2025,High,5
6236,Machine Learning Engineer,Medium,Finance,Germany,Remote,Entry,0,Bachelor,0,0,1,0,0,108214,4,2022,Low,2
6237,Machine Learning Engineer,Enterprise,Retail,UK,Hybrid,Mid,9,Bachelor,0,0,0,1,0,126158,12,2025,Medium,5
6238,Data Scientist,Medium,Healthcare,Australia,Onsite,Mid,2,Master,0,1,1,0,0,90374,6,2024,Low,4
6239,Business Analyst,Medium,E-commerce,USA,Onsite,Entry,6,Bachelor,0,0,1,0,0,67127,5,2020,High,8
6240,Data Scientist,Enterprise,Finance,India,Onsite,Mid,6,Master,1,1,0,0,1,88477,11,2021,Low,5
6241,Data Scientist,Enterprise,Technology,India,Onsite,Mid,2,Bachelor,1,1,1,1,1,117001,8,2024,High,8
6242,AI Engineer,Medium,Finance,UK,Hybrid,Mid,2,PhD,1,0,0,0,0,113201,8,2021,Low,1
6243,Data Scientist,Medium,Education,India,Hybrid,Entry,3,Master,0,0,1,1,0,84074,8,2020,High,1
6244,Machine Learning Engineer,Medium,Education,USA,Hybrid,Entry,8,Bachelor,1,1,0,1,0,104550,6,2025,Medium,5
6245,Business Analyst,MNC,Healthcare,USA,Remote,Senior,11,Master,1,1,0,1,1,140237,10,2020,High,9
6246,Machine Learning Engineer,Startup,Retail,USA,Onsite,Senior,3,Bachelor,0,0,0,1,0,151795,3,2020,High,9
6247,Data Engineer,Enterprise,Finance,India,Remote,Entry,13,PhD,0,1,1,0,0,62894,7,2020,Medium,5
6248,Data Analyst,Startup,Healthcare,Australia,Onsite,Mid,5,Bachelor,1,1,0,0,0,77629,12,2025,High,7
6249,Business Analyst,Medium,Finance,USA,Onsite,Senior,6,PhD,1,1,0,0,0,102018,8,2023,Low,3
6250,Data Analyst,MNC,Technology,India,Onsite,Senior,2,Bachelor,1,0,0,0,0,116040,6,2023,Low,1
6251,Business Analyst,Medium,Healthcare,USA,Remote,Mid,13,Master,1,1,0,0,1,84527,8,2021,High,9
6252,Data Analyst,Startup,E-commerce,Singapore,Onsite,Entry,8,PhD,0,1,1,1,0,80537,10,2024,High,5
6253,Data Scientist,Startup,Technology,Germany,Remote,Senior,2,Master,1,1,1,0,1,126495,9,2021,Low,2
6254,Data Engineer,MNC,E-commerce,Singapore,Remote,Entry,2,Bachelor,1,0,0,1,1,93586,6,2021,Low,3
6255,AI Engineer,Startup,Education,Canada,Remote,Mid,13,PhD,0,1,1,0,0,130027,8,2022,Medium,5
6256,Business Analyst,Medium,E-commerce,Australia,Remote,Senior,12,PhD,1,1,1,0,1,127725,6,2026,Medium,4
6257,Data Scientist,Enterprise,Retail,USA,Remote,Mid,4,Master,1,1,0,1,1,95981,9,2024,Low,3
6258,Data Analyst,Medium,Technology,Canada,Hybrid,Entry,3,Master,0,1,1,1,1,94645,3,2021,High,2
6259,Data Engineer,MNC,E-commerce,Singapore,Onsite,Entry,5,Master,1,1,0,0,1,77039,11,2020,Low,4
6260,Data Scientist,Startup,Technology,UK,Onsite,Entry,2,PhD,0,1,1,0,1,70512,5,2024,Low,6
6261,AI Engineer,Enterprise,Healthcare,UK,Remote,Mid,6,PhD,0,0,0,0,1,121379,3,2025,High,7
6262,Machine Learning Engineer,MNC,E-commerce,USA,Onsite,Entry,8,Bachelor,1,0,0,1,1,133198,2,2022,High,8
6263,AI Engineer,Enterprise,Healthcare,UK,Hybrid,Senior,10,Master,1,1,1,0,1,160704,5,2022,High,7
6264,Business Analyst,MNC,Finance,USA,Onsite,Entry,1,PhD,0,0,1,0,0,80824,8,2024,Low,3
6265,Data Engineer,Enterprise,Technology,Australia,Remote,Entry,8,Master,0,0,0,1,0,62990,4,2021,Medium,5
6266,Data Engineer,Medium,Finance,Singapore,Onsite,Senior,6,Master,0,0,0,1,1,128023,12,2020,Low,2
6267,Machine Learning Engineer,Startup,Retail,USA,Remote,Senior,2,PhD,1,1,0,1,1,163247,8,2023,Low,6
6268,AI Engineer,MNC,Retail,India,Remote,Senior,12,Master,1,1,0,1,0,179574,11,2022,Medium,4
6269,Data Engineer,Medium,Finance,USA,Remote,Senior,7,Master,1,0,1,1,0,126250,2,2022,High,6
6270,AI Engineer,MNC,Finance,Canada,Remote,Mid,7,Bachelor,1,0,0,0,1,143493,11,2025,High,7
6271,Machine Learning Engineer,Startup,Healthcare,UK,Onsite,Senior,10,PhD,0,0,1,1,0,165391,8,2022,High,1
6272,Business Analyst,MNC,Healthcare,Australia,Onsite,Senior,10,Bachelor,1,0,1,1,0,147948,5,2022,High,9
6273,AI Engineer,MNC,Finance,Germany,Hybrid,Senior,14,Bachelor,1,0,1,1,0,193443,5,2026,High,5
6274,Business Analyst,Enterprise,Finance,Germany,Remote,Mid,5,Master,0,0,0,0,1,84859,5,2022,High,9
6275,Machine Learning Engineer,Medium,Technology,Germany,Remote,Senior,14,Bachelor,0,1,1,0,1,166512,6,2023,Medium,3
6276,Business Analyst,Startup,Healthcare,Germany,Onsite,Mid,2,Master,1,0,1,0,0,88993,2,2024,Low,5
6277,Data Scientist,Startup,Finance,USA,Hybrid,Entry,5,Bachelor,0,1,1,1,0,80356,11,2020,High,8
6278,Data Analyst,Enterprise,Finance,Germany,Hybrid,Mid,11,Bachelor,0,1,0,0,1,85256,8,2025,Medium,5
6279,Business Analyst,Medium,Education,India,Onsite,Entry,0,Bachelor,0,1,1,1,0,76783,11,2023,High,7
6280,Data Analyst,Medium,Retail,India,Hybrid,Senior,13,Bachelor,0,1,1,1,1,139942,9,2023,High,7
6281,Machine Learning Engineer,Startup,E-commerce,USA,Hybrid,Entry,6,Bachelor,0,1,0,0,1,104450,6,2021,High,7
6282,Business Analyst,MNC,Technology,Australia,Remote,Mid,7,Master,1,0,0,0,0,95734,12,2020,Low,3
6283,Data Analyst,Medium,Education,Australia,Hybrid,Senior,3,PhD,1,1,0,1,1,123731,11,2023,Low,1
6284,AI Engineer,MNC,E-commerce,Germany,Remote,Senior,5,PhD,1,0,0,0,1,174821,8,2025,Low,5
6285,Data Analyst,Medium,Healthcare,India,Hybrid,Entry,2,Master,0,0,1,1,1,91178,5,2025,High,3
6286,Data Engineer,Enterprise,E-commerce,Singapore,Remote,Senior,13,PhD,0,1,0,0,1,108270,5,2024,Medium,2
6287,Data Analyst,MNC,Technology,UK,Onsite,Entry,7,PhD,0,0,0,1,1,97866,7,2022,Low,3
6288,AI Engineer,MNC,Healthcare,UK,Hybrid,Senior,10,Master,0,0,1,1,0,186232,8,2021,High,4
6289,Data Analyst,Startup,E-commerce,USA,Hybrid,Senior,7,PhD,1,1,1,0,1,122061,7,2023,High,9
6290,Data Scientist,Enterprise,Healthcare,India,Remote,Mid,8,Master,1,0,0,0,0,72384,7,2024,Medium,6
6291,AI Engineer,Enterprise,Finance,Canada,Onsite,Senior,3,Bachelor,0,1,0,1,0,153753,2,2020,Low,2
6292,Business Analyst,Medium,Education,India,Onsite,Entry,13,Master,0,1,1,1,0,83355,5,2021,High,3
6293,Data Scientist,Startup,Healthcare,Canada,Onsite,Entry,9,Bachelor,1,0,0,1,0,64637,9,2026,High,7
6294,Data Engineer,MNC,Technology,Australia,Hybrid,Entry,3,Master,1,0,1,0,1,98658,1,2025,Low,5
6295,Data Scientist,Startup,Education,Australia,Remote,Senior,9,PhD,1,0,0,1,0,115491,11,2026,Medium,3
6296,Data Engineer,Enterprise,Healthcare,Australia,Hybrid,Mid,13,Master,0,1,1,0,0,85902,11,2022,Medium,5
6297,Data Engineer,Enterprise,Healthcare,India,Hybrid,Entry,5,Master,0,0,0,0,0,53400,9,2024,High,7
6298,Data Analyst,MNC,Technology,USA,Onsite,Entry,0,PhD,1,0,1,0,1,95135,1,2020,Low,1
6299,Data Engineer,MNC,E-commerce,Canada,Hybrid,Senior,10,Bachelor,0,0,0,1,1,142868,10,2020,Medium,2
6300,Data Scientist,Enterprise,Retail,Australia,Onsite,Entry,6,Master,1,1,1,1,0,78041,11,2022,High,5
6301,Machine Learning Engineer,MNC,Finance,Canada,Hybrid,Mid,0,PhD,0,1,1,0,1,164547,11,2020,Low,5
6302,Data Engineer,MNC,Healthcare,Canada,Onsite,Senior,5,PhD,1,1,0,0,0,121946,4,2024,Low,5
6303,Machine Learning Engineer,MNC,Finance,UK,Hybrid,Senior,10,Master,0,1,0,0,0,157585,5,2026,Medium,3
6304,Data Analyst,MNC,Technology,Singapore,Onsite,Mid,1,PhD,0,1,0,0,0,92813,9,2023,High,9
6305,Business Analyst,Startup,Healthcare,UK,Hybrid,Entry,1,Master,1,0,0,1,1,71721,10,2024,High,8
6306,Data Engineer,MNC,Healthcare,Canada,Onsite,Mid,4,Master,1,1,0,0,0,94055,8,2020,High,9
6307,Business Analyst,Startup,Retail,USA,Remote,Mid,0,Master,0,0,1,0,0,91945,2,2020,High,8
6308,Data Engineer,Startup,Technology,Australia,Remote,Senior,9,Master,0,1,0,0,1,112043,6,2026,High,9
6309,Business Analyst,Startup,Healthcare,USA,Remote,Senior,2,Bachelor,1,0,1,1,0,125501,1,2025,High,7
6310,Business Analyst,MNC,Technology,USA,Onsite,Entry,4,Master,0,1,1,1,1,107424,1,2022,High,3
6311,Data Engineer,Medium,Healthcare,Singapore,Hybrid,Entry,9,PhD,0,1,0,1,0,65569,4,2026,High,9
6312,Data Analyst,Enterprise,Healthcare,India,Remote,Mid,11,Master,1,0,0,1,1,98606,8,2023,Medium,3
6313,Data Engineer,MNC,Education,Singapore,Remote,Entry,12,Master,0,0,1,0,0,84719,9,2026,High,7
6314,Business Analyst,Startup,Healthcare,Canada,Hybrid,Entry,10,Master,1,1,1,0,0,65267,6,2024,Medium,5
6315,Machine Learning Engineer,Enterprise,E-commerce,USA,Remote,Senior,1,Master,0,1,1,1,1,180986,12,2020,High,4
6316,AI Engineer,Medium,Retail,Australia,Remote,Entry,12,Bachelor,0,0,0,0,1,95822,8,2022,High,7
6317,Data Analyst,Startup,Healthcare,Canada,Remote,Entry,9,Master,1,0,1,1,0,78250,1,2025,High,8
6318,Machine Learning Engineer,Enterprise,E-commerce,UK,Remote,Entry,6,Master,1,0,0,1,1,117165,8,2022,Low,5
6319,Machine Learning Engineer,Medium,Technology,Singapore,Onsite,Entry,10,PhD,0,0,0,0,0,87585,1,2021,Medium,2
6320,Data Scientist,Startup,Healthcare,Australia,Onsite,Senior,9,PhD,0,1,0,0,0,103023,2,2020,Medium,2
6321,Machine Learning Engineer,MNC,Education,Singapore,Remote,Mid,3,Master,0,0,1,1,0,168223,9,2026,High,1
6322,Data Scientist,Enterprise,Healthcare,UK,Onsite,Senior,12,Master,1,1,0,1,1,129625,3,2025,Medium,5
6323,Machine Learning Engineer,Enterprise,Technology,UK,Remote,Mid,10,Bachelor,1,1,0,1,0,125068,12,2025,High,8
6324,AI Engineer,Startup,Healthcare,Singapore,Onsite,Mid,6,Master,1,0,1,0,1,138977,2,2025,High,9
6325,Data Analyst,MNC,Technology,India,Remote,Senior,14,Master,1,1,0,1,1,148834,12,2021,Medium,5
6326,Machine Learning Engineer,MNC,Technology,India,Onsite,Senior,9,Master,1,1,1,0,0,179541,7,2025,Medium,5
6327,Machine Learning Engineer,Enterprise,Finance,Singapore,Hybrid,Entry,11,PhD,1,0,1,0,0,103743,6,2025,Medium,5
6328,Business Analyst,Medium,Healthcare,UK,Hybrid,Senior,8,Master,0,1,1,1,1,138259,11,2025,High,6
6329,Data Engineer,Enterprise,E-commerce,Singapore,Remote,Entry,0,PhD,1,1,0,1,0,60582,6,2024,Low,1
6330,Data Analyst,Startup,Education,UK,Hybrid,Entry,1,Bachelor,0,1,0,1,0,63667,7,2026,High,7
6331,Data Engineer,Enterprise,Retail,Canada,Hybrid,Senior,14,PhD,0,1,0,0,0,104271,11,2020,Medium,5
6332,AI Engineer,MNC,Education,Germany,Onsite,Mid,13,Master,0,0,1,0,0,150290,11,2025,High,8
6333,Business Analyst,Medium,Retail,Germany,Onsite,Entry,8,Bachelor,0,0,1,0,0,69359,12,2025,Medium,4
6334,Data Engineer,Enterprise,Education,Singapore,Remote,Mid,12,Master,0,1,1,0,1,102568,1,2021,Medium,4
6335,Data Analyst,Medium,Retail,USA,Remote,Mid,11,PhD,1,0,0,0,0,70782,9,2026,Medium,2
6336,Data Analyst,Enterprise,E-commerce,Singapore,Hybrid,Mid,5,Bachelor,1,1,0,0,1,88780,10,2020,Low,1
6337,Business Analyst,Startup,Retail,USA,Onsite,Senior,0,Master,1,1,0,0,1,108586,10,2020,Low,6
6338,Data Scientist,MNC,Retail,USA,Onsite,Mid,3,PhD,0,0,0,1,0,108924,1,2021,Low,4
6339,Machine Learning Engineer,Medium,Healthcare,Australia,Remote,Senior,6,Master,1,0,0,0,1,148662,10,2020,Low,5
6340,Data Engineer,Startup,Healthcare,Australia,Remote,Entry,11,Master,1,0,1,0,0,68151,1,2024,High,7
6341,Data Engineer,MNC,Healthcare,Canada,Hybrid,Senior,3,Bachelor,1,1,0,1,1,140808,5,2021,Low,6
6342,Machine Learning Engineer,MNC,Education,USA,Hybrid,Mid,2,Master,0,1,1,0,1,155419,11,2022,Low,6
6343,Data Scientist,Startup,Retail,Canada,Remote,Entry,6,Master,1,0,1,0,0,68639,5,2021,High,9
6344,Data Analyst,Enterprise,Technology,USA,Remote,Entry,7,PhD,0,1,1,0,0,66967,11,2022,High,7
6345,Data Analyst,Startup,E-commerce,India,Remote,Mid,6,PhD,1,0,1,1,0,107463,11,2024,High,7
